Number of Bus,Name of Bus,ID,EIA plant code_gen ID,Start-Up Costs ($/MW of capacity/start),Shut-Down Costs ($/MW/shutdown),Cold Start-Up Time (hours),Warm Start-Up Time (hours),Hot Start-Up Time (hours),Minimum Up Time (hours),Minimum Down Time (hours),Ramp Rate Up and Down (%/min) , Variable O&M Costs ($/MWh),Fuel Costs ($/MMBtu),Sub Num of Bus,Status,Gen MW,Gen Mvar,Min MW,Max MW,AGC,# Cost Curve Points,IOB,IOC,Variable O&M,Fuel Cost,IOD,AVR,RegBus Num,Fuel Type,Set Volt,Min Mvar,Max Mvar,Enforce MW Limits,Part. Factor,Cost Model
120507,BRACKETTVILLE 5 2,1,58717_1,0,0,0,0,0,6000,0,0.1667,,,1267,Open,0,0,0,0,YES,10,0,0,0,1,0,YES,120507,SUN (Solar),1.04,-11.73,18.04,YES,39.6,Piecewise Linear
120512,KNIPPA 4 2,1,59205_OCIA5,0,0,0,0,0,6000,0,0.1667,,,1269,Open,0,0,0,0,YES,10,0,0,0,1,0,YES,120512,SUN (Solar),1.04,-25.81,37.78,YES,100,Piecewise Linear
120524,LACKLAND A F B 23 2,1,62609_BA1,0,0,0,0,0,0,0,1,,,1274,Closed,1.39,3.37,1.39,10,YES,5,0,0,0,9.7,0,YES,120524,OTH (Other),1.04,-3.09,3.37,YES,10,Piecewise Linear
130351,DUNCANVILLE 14 2,1,3453_8,100,10,8,8,8,60,5,12,3.5,2,1569,Closed,150,8.05,61.95,568,YES,10,0,0,0,3.1,0,YES,130350,NG (Natural Gas),1.031,-145.64,289.11,YES,568,Piecewise Linear
130352,DUNCANVILLE 14 3,1,3453_7,100,10,8,8,8,60,5,12,3.5,2,1569,Closed,20.72,22.07,20.72,118,YES,10,0,0,0,3.233,0,YES,130352,NG (Natural Gas),1.04,-30.44,60.06,YES,118,Piecewise Linear
130353,DUNCANVILLE 14 4,1,3453_6,100,10,8,8,8,60,5,12,3.5,2,1569,Closed,26.64,27.59,26.64,122,YES,10,0,0,0,3.212,0,YES,130353,NG (Natural Gas),1.04,-34.94,62.1,YES,122,Piecewise Linear
130355,BARDWELL 2 2,1,55223_GT1,85,8.5,6,6,4,840,0,0.1667,,,1570,Closed,39.1,97.22,39.1,245.1,YES,5,0,0,0,3.141,0,YES,130354,NG (Natural Gas),1.04,-79.75,124.76,YES,245.1,Piecewise Linear
130356,BARDWELL 2 3,1,55223_ST1,85,8.5,6,6,4,840,0,0.1667,,,1570,Closed,52.69,-0.41,52.69,114.4,YES,10,0,0,0,3.203,0,YES,130356,NG (Natural Gas),1.04,-34.17,58.23,YES,114.4,Piecewise Linear
130359,FORNEY 3 3,1,55480_ST1,85,8.5,6,6,4,840,0,0.1667,,,1571,Closed,183.65,-25.47,183.65,408,YES,5,0,0,0,3.223,0,YES,130357,NG (Natural Gas),1.04,-122.73,207.67,YES,408,Piecewise Linear
130360,FORNEY 3 4,1,55480_ST2,85,8.5,6,6,4,840,0,0.1667,,,1571,Closed,101.43,-25.47,101.43,408,YES,5,0,0,0,2.399,0,YES,130357,NG (Natural Gas),1.04,-115.16,207.67,YES,408,Piecewise Linear
130361,FORNEY 3 5,1,55480_U1,85,8.5,6,6,4,840,0,0.1667,,,1571,Closed,24.75,-0.36,24.75,167,YES,5,0,0,0,3.369,0,YES,130361,NG (Natural Gas),1.04,-51.81,85,YES,167,Piecewise Linear
130362,FORNEY 3 6,1,55480_U3,85,8.5,6,6,4,840,0,0.1667,,,1571,Closed,159,0.6,52.33,159,YES,5,0,0,0,3.115,0,YES,130362,NG (Natural Gas),1.04,-41.24,80.93,YES,159,Piecewise Linear
130363,FORNEY 3 7,1,55480_U5,85,8.5,6,6,4,840,0,0.1667,,,1571,Closed,159,-1.11,45.96,159,YES,5,0,0,0,3.218,0,YES,130363,NG (Natural Gas),1.04,-49.81,80.93,YES,159,Piecewise Linear
130364,FORNEY 3 8,1,55480_U4,85,8.5,6,6,4,840,0,0.1667,,,1571,Closed,167,0.2,72.75,167,YES,5,0,0,0,3.16,0,YES,130364,NG (Natural Gas),1.04,-52.72,85,YES,167,Piecewise Linear
130365,FORNEY 3 9,1,55480_U6,85,8.5,6,6,4,840,0,0.1667,,,1571,Closed,159,-0.27,47.33,159,YES,5,0,0,0,2.881,0,YES,130365,NG (Natural Gas),1.04,-40.36,80.93,YES,159,Piecewise Linear
130366,FORNEY 3 10,1,55480_U2,85,8.5,6,6,4,840,0,0.1667,,,1571,Closed,69.07,-25.47,69.07,159,YES,5,0,0,0,3.32,0,YES,130357,NG (Natural Gas),1.04,-43.59,80.93,YES,159,Piecewise Linear
140304,MANOR 7 2,1,3548_GT1,35,3.5,1,1,1,840,0,1,,0.25,1809,Closed,48,-0.49,15.03,52,YES,10,0,0,0,3.231,0,YES,140304,NG (Natural Gas),1.04,-16.14,26.47,YES,52,Piecewise Linear
140305,MANOR 7 3,1,3548_GT2,35,3.5,1,1,1,840,0,1,,0.25,1809,Closed,48,-0.26,22.65,52,YES,10,0,0,0,3.373,0,YES,140305,NG (Natural Gas),1.04,-13.53,26.47,YES,52,Piecewise Linear
140306,MANOR 7 4,1,3548_GT3,35,3.5,1,1,1,840,0,1,,0.25,1809,Closed,48,-0.46,15.48,52,YES,10,0,0,0,3.222,0,YES,140306,NG (Natural Gas),1.04,-16.68,26.47,YES,52,Piecewise Linear
140307,MANOR 7 5,1,3548_GT4,35,3.5,1,1,1,840,0,0.1667,,,1809,Closed,48,-0.41,22.59,52,YES,10,0,0,0,3.227,0,YES,140307,NG (Natural Gas),1.04,-15.01,26.47,YES,52,Piecewise Linear
140308,MANOR 7 6,1,3548_2,100,10,8,8,8,60,5,>12,3.5,2,1809,Closed,102.82,-69.54,102.82,404,YES,10,0,0,0,3.52,0,YES,140303,NG (Natural Gas),1.04,-101.29,205.64,YES,404,Piecewise Linear
140309,MANOR 7 7,1,3548_1,100,10,8,8,8,60,5,>12,3.5,2,1809,Closed,148,-69.54,80.03,320,YES,10,0,0,0,3.431,0,YES,140303,NG (Natural Gas),1.04,-94.98,162.88,YES,320,Piecewise Linear
140311,AUSTIN 55 2,1,3594_1,0,0,0,0,0,6000,0,0.1667,,,1810,Closed,8.2,3.15,3.96,8.2,YES,10,0,0,0,1,0,YES,140311,WAT (Water),1.04,-2.62,3.15,YES,8.2,Piecewise Linear
140311,AUSTIN 55 2,2,3594_2,0,0,0,0,0,6000,0,0.1667,,,1810,Closed,2.52,3.38,2.52,8.8,YES,10,0,0,0,1,0,YES,140311,WAT (Water),1.04,-2.34,3.38,YES,8.8,Piecewise Linear
140313,HORSESHOE BAY 4 2,1,3597_1,0,0,0,0,0,6000,0,>12,,,1811,Closed,5,-2.49,5,27,YES,10,0,0,0,1,0,YES,140313,WAT (Water),1.04,-9.03,10.37,YES,27,Piecewise Linear
140314,HORSESHOE BAY 4 3,1,3597_2,0,0,0,0,0,6000,0,0.1667,,,1811,Closed,3.61,-2.49,3.61,27,YES,10,0,0,0,1,0,YES,140314,WAT (Water),1.04,-8.51,10.37,YES,27,Piecewise Linear
140320,MARBLE FALLS 7 5,1,3599_1,0,0,0,0,0,6000,0,0.1667,,,1812,Closed,3.25,-1.43,3.25,19.8,YES,10,0,0,0,1,0,YES,140320,WAT (Water),1.04,-6.23,7.6,YES,19.8,Piecewise Linear
140321,MARBLE FALLS 7 6,1,3599_2,0,0,0,0,0,6000,0,0.1667,,,1812,Closed,9.12,-1.42,9.12,19.8,YES,10,0,0,0,1,0,YES,140321,WAT (Water),1.04,-5.86,7.6,YES,19.8,Piecewise Linear
140327,CEDAR PARK 25 5,1,3600_1,0,0,0,0,0,6000,0,0.1667,,,1813,Closed,10.71,2.22,10.71,36,YES,10,0,0,0,1,0,YES,140327,WAT (Water),1.04,-12.06,13.82,YES,36,Piecewise Linear
140328,CEDAR PARK 25 6,1,3600_2,0,0,0,0,0,6000,0,0.1667,,,1813,Closed,6.42,1.13,6.42,36,YES,10,0,0,0,1,0,YES,140328,WAT (Water),1.04,-11.61,13.82,YES,36,Piecewise Linear
140328,CEDAR PARK 25 6,2,3600_3,0,0,0,0,0,6000,0,0.1667,,,1813,Closed,13.5,1.13,13.5,36,YES,10,0,0,0,1,0,YES,140328,WAT (Water),1.04,-11.08,13.82,YES,36,Piecewise Linear
140331,BASTROP 5 3,1,3601_3,100,10,8,8,8,60,5,0.1667,,,1814,Closed,148,-12.19,141.54,335,YES,10,0,0,0,2.933,0,YES,140329,NG (Natural Gas),1.039,-97.98,170.52,YES,335,Piecewise Linear
140332,BASTROP 5 4,1,3601_1,100,10,8,8,8,60,5,1,,,1814,Closed,92,3.29,66.98,136,YES,10,0,0,0,2.777,0,YES,140332,NG (Natural Gas),1.04,-34.67,69.22,YES,136,Piecewise Linear
140333,BASTROP 5 5,1,3601_2,100,10,8,8,8,60,5,1,,,1814,Closed,17.25,2.59,17.25,136,YES,10,0,0,0,3.226,0,YES,140333,NG (Natural Gas),1.04,-37.07,69.22,YES,136,Piecewise Linear
140335,HORSESHOE BAY 5 2,1,4937_STG,85,8.5,6,6,4,840,0,1,,,1815,Closed,25.92,-11.83,25.92,180,YES,8,0,0,0,2.781,0,YES,140335,NG (Natural Gas),1.04,-61.19,91.62,YES,180,Piecewise Linear
140336,HORSESHOE BAY 5 3,1,4937_CT-1,85,8.5,6,6,4,840,0,1,,,1815,Closed,54.02,-46.5,54.02,168,YES,9,0,0,0,3.39,0,YES,140334,NG (Natural Gas),1.038,-46.5,85.51,YES,168,Piecewise Linear
140337,HORSESHOE BAY 5 4,1,4937_CT-2,85,8.5,6,6,4,840,0,1,,,1815,Closed,18.08,-46.27,18.08,168,YES,9,0,0,0,3.272,0,YES,140334,NG (Natural Gas),1.038,-46.27,85.51,YES,168,Piecewise Linear
140339,DEL VALLE 10 2,1,7900_5A,85,8.5,6,6,4,840,0,12,3,1.5,1816,Closed,72.34,-2.17,72.34,161,YES,5,0,0,0,2.94,0,YES,140339,NG (Natural Gas),1.04,-53.88,81.95,YES,161,Piecewise Linear
140340,DEL VALLE 10 3,1,7900_5C,85,8.5,6,6,4,840,0,,,,1816,Closed,54.56,-2.48,54.56,151,YES,5,0,0,0,3.056,0,YES,140340,NG (Natural Gas),1.04,-46.42,76.86,YES,151,Piecewise Linear
140341,DEL VALLE 10 4,1,7900_SH2,35,3.5,1,1,1,840,0,1,,0.25,1816,Closed,40,-0.49,14.72,47.3,YES,10,0,0,0,2.893,0,YES,140341,NG (Natural Gas),1.04,-11.86,24.08,YES,47.3,Piecewise Linear
140341,DEL VALLE 10 4,2,7900_SH1,35,3.5,1,1,1,840,0,1,,0.25,1816,Closed,40,-0.49,20.33,47.3,YES,10,0,0,0,2.932,0,YES,140341,NG (Natural Gas),1.04,-15.48,24.08,YES,47.3,Piecewise Linear
140342,DEL VALLE 10 5,1,7900_SH4,35,3.5,1,1,1,840,0,1,,0.25,1816,Closed,40,-0.71,6.4,47.3,YES,10,0,0,0,2.977,0,YES,140342,NG (Natural Gas),1.04,-12.64,24.08,YES,47.3,Piecewise Linear
140342,DEL VALLE 10 5,2,7900_SH3,35,3.5,1,1,1,840,0,1,,0.25,1816,Closed,40,-0.71,8.21,47.3,YES,10,0,0,0,2.887,0,YES,140342,NG (Natural Gas),1.04,-15.14,24.08,YES,47.3,Piecewise Linear
140343,DEL VALLE 10 6,1,7900_SH6,35,3.5,1,1,1,840,0,1,,0.25,1816,Closed,40,-1.28,21.59,47.3,YES,10,0,0,0,3.252,0,YES,140343,NG (Natural Gas),1.04,-14.36,24.08,YES,47.3,Piecewise Linear
140343,DEL VALLE 10 6,2,7900_SH7,35,3.5,1,1,1,840,0,1,,0.25,1816,Closed,40,-1.28,8.3,47.3,YES,10,0,0,0,3.294,0,YES,140343,NG (Natural Gas),1.04,-13.54,24.08,YES,47.3,Piecewise Linear
140350,AUSTIN 56 2,1,50118_GEN8,85,8.5,6,6,4,840,0,1,,,1818,Closed,40,23.53,15.27,46.5,YES,9,0,0,0,3.382,0,YES,140350,NG (Natural Gas),1.04,-12.33,23.67,YES,46.5,Piecewise Linear
140350,AUSTIN 56 2,2,50118_GEN10,85,8.5,6,6,4,840,0,1,,,1818,Closed,5.05,16.8,5.05,33,YES,6,0,0,0,3.25,0,YES,140350,NG (Natural Gas),1.04,-11.45,16.8,YES,33,Piecewise Linear
140351,AUSTIN 56 3,1,50118_GEN7,85,8.5,6,6,4,840,0,0.1667,,,1818,Closed,11.36,14.05,11.36,27.6,YES,6,0,0,0,3.207,0,YES,140351,NG (Natural Gas),1.04,-7.54,14.05,YES,27.6,Piecewise Linear
140351,AUSTIN 56 3,2,50118_GEN9,85,8.5,6,6,4,840,0,0.1667,,,1818,Closed,4.15,13.28,4.15,26.1,YES,6,0,0,0,3.436,0,YES,140351,NG (Natural Gas),1.04,-8.94,13.28,YES,26.1,Piecewise Linear
140357,BASTROP 6 5,1,55154_ST,85,8.5,6,6,4,840,0,0.1667,,,1819,Closed,84.98,-7.36,84.98,172,YES,8,0,0,0,2.903,0,YES,140353,NG (Natural Gas),1.039,-50.96,87.55,YES,172,Piecewise Linear
140358,BASTROP 6 6,1,55154_CTA,85,8.5,6,6,4,840,0,0.1667,,,1819,Closed,66.92,-7.36,66.92,169,YES,9,0,0,0,3.463,0,YES,140353,NG (Natural Gas),1.039,-59,86.02,YES,169,Piecewise Linear
140359,BASTROP 6 7,1,55154_CTB,85,8.5,6,6,4,840,0,0.1667,,,1819,Closed,83.87,2.83,83.87,169,YES,9,0,0,0,3.208,0,YES,140359,NG (Natural Gas),1.04,-48.29,86.02,YES,169,Piecewise Linear
140361,DEL VALLE 11 2,1,55168_3,0,0,0,0,0,0,0,0.1667,,,1820,Closed,27.43,-0.21,27.43,227,YES,9,0,0,0,3.49,0,YES,140360,NG (Natural Gas),1.041,-60.32,115.54,YES,227,Piecewise Linear
140362,DEL VALLE 11 3,1,55168_1,0,0,0,0,0,0,0,0.1667,,,1820,Closed,149,-2.06,38.5,149,YES,5,0,0,0,2.861,0,YES,140362,NG (Natural Gas),1.04,-39.74,75.84,YES,149,Piecewise Linear
140363,DEL VALLE 11 4,1,55168_2,0,0,0,0,0,0,0,0.1667,,,1820,Closed,149,-2.14,71.65,149,YES,5,0,0,0,3.198,0,YES,140363,NG (Natural Gas),1.04,-38.09,75.84,YES,149,Piecewise Linear
140374,WEST POINT 3 3,1,56674_CGT2,35,3.5,1,1,1,840,0,1,,0.25,1823,Closed,17.07,6.06,17.07,44,YES,10,0,0,0,3.02,0,YES,140374,NG (Natural Gas),1.04,-11.92,22.4,YES,44,Piecewise Linear
140374,WEST POINT 3 3,2,56674_CGT1,35,3.5,1,1,1,840,0,1,,0.25,1823,Closed,15.94,6.06,15.94,44,YES,10,0,0,0,3.094,0,YES,140374,NG (Natural Gas),1.04,-13.44,22.4,YES,44,Piecewise Linear
140375,WEST POINT 3 4,1,56674_CGT4,35,3.5,1,1,1,840,0,1,,0.25,1823,Closed,20.27,3.73,20.27,44,YES,10,0,0,0,3.224,0,YES,140375,NG (Natural Gas),1.04,-12.74,22.4,YES,44,Piecewise Linear
140375,WEST POINT 3 4,2,56674_CGT3,35,3.5,1,1,1,840,0,12,3,1.5,1823,Closed,13,3.73,12.07,44,YES,10,0,0,0,3.318,0,YES,140375,NG (Natural Gas),1.04,-13.02,22.4,YES,44,Piecewise Linear
140377,MANOR 9 2,1,57699_AES1,0,0,0,0,0,6000,0,>12,,,1824,Open,0,0,0,0,YES,10,0,0,0,1,0,YES,140377,SUN (Solar),1.04,-8.52,12.68,YES,30,Piecewise Linear
150428,GRAHAM 3 3,1,3490_2,100,10,8,8,8,60,5,1,,,2183,Closed,134.04,-44.07,134.04,390,YES,10,0,0,0,3.358,0,YES,150426,NG (Natural Gas),1.038,-99.95,198.51,YES,390,Piecewise Linear
150429,GRAHAM 3 4,1,3490_1,100,10,8,8,8,60,5,1,,,2183,Closed,234,-44.07,97.44,234,YES,10,0,0,0,3.198,0,YES,150426,NG (Natural Gas),1.038,-61.99,119.11,YES,234,Piecewise Linear
150431,KENNEDALE 8 2,1,3491_4,100,10,8,8,8,60,5,1,,,2184,Closed,110.02,-1.63,110.02,435,YES,10,0,0,0,3.02,0,YES,150430,NG (Natural Gas),1.04,-138.49,221.41,YES,435,Piecewise Linear
150432,KENNEDALE 8 3,1,3491_5,100,10,8,8,8,60,5,1,,,2184,Closed,65.72,-1.63,65.72,435,YES,10,0,0,0,3.417,0,YES,150430,NG (Natural Gas),1.04,-135.53,221.41,YES,435,Piecewise Linear
150433,KENNEDALE 8 4,1,3491_3,100,10,8,8,8,60,5,1,,,2184,Closed,185,-1.63,141.35,395,YES,10,0,0,0,3.065,0,YES,150430,NG (Natural Gas),1.04,-115.51,201.06,YES,395,Piecewise Linear
150435,GORDON 3 2,1,3628_4,110,11,1,1,1,840,0,>12,3,1.5,2185,Closed,40.82,2.49,40.82,104,YES,10,0,0,0,3.397,0,YES,150435,NG (Natural Gas),1.04,-32.53,52.94,YES,104,Piecewise Linear
150436,GORDON 3 3,1,3628_5,110,11,1,1,1,840,0,1,,0.25,2185,Closed,22.69,2.21,22.69,104,YES,10,0,0,0,3.139,0,YES,150436,NG (Natural Gas),1.04,-31.11,52.94,YES,104,Piecewise Linear
150437,GORDON 3 4,1,3628_3,100,10,8,8,8,60,5,0.1667,,,2185,Closed,90.83,-44.95,90.83,200,YES,10,0,0,0,3.145,0,YES,150434,NG (Natural Gas),1.039,-55.53,101.8,YES,200,Piecewise Linear
150438,GORDON 3 5,1,3628_2,100,10,8,8,8,60,5,1,,,2185,Closed,26.66,3.57,26.66,100,YES,10,0,0,0,3.123,0,YES,150438,NG (Natural Gas),1.04,-31.88,50.9,YES,100,Piecewise Linear
150439,GORDON 3 6,1,3628_1,100,10,8,8,8,60,5,1,,,2185,Closed,8.92,3.28,8.92,66,YES,10,0,0,0,3.353,0,YES,150439,NG (Natural Gas),1.04,-19.48,33.59,YES,66,Piecewise Linear
150441,GLEN ROSE 5 2,1,6145_1,10000,1000,168,168,24,6,0,0.1667,,,2186,Closed,1205,-158.76,571.44,1205,YES,10,0,0,0,0.75,0,YES,150440,NUC (Nuclear),1.04,-409.05,443.44,YES,1205,Piecewise Linear
150442,GLEN ROSE 5 3,1,6145_2,10000,1000,168,168,24,6,0,0.1667,,,2186,Closed,1195,-158.76,212.97,1195,YES,10,0,0,0,0.75,0,YES,150440,NUC (Nuclear),1.04,-369.2,439.76,YES,1195,Piecewise Linear
150445,GRANBURY 10 3,1,8063_CT1,35,3.5,1,1,1,840,0,0.1667,,,2187,Closed,23.29,0.31,23.29,71,YES,10,0,0,0,3.057,0,YES,150445,NG (Natural Gas),1.04,-20.43,36.14,YES,71,Piecewise Linear
150446,GRANBURY 10 4,1,8063_CT2,35,3.5,1,1,1,840,0,1,,0.25,2187,Closed,21.98,0.19,21.98,70,YES,10,0,0,0,3.406,0,YES,150446,NG (Natural Gas),1.04,-19.83,35.63,YES,70,Piecewise Linear
150447,GRANBURY 10 5,1,8063_CT3,35,3.5,1,1,1,840,0,1,,0.25,2187,Closed,13.28,0.37,13.28,70,YES,10,0,0,0,3.417,0,YES,150447,NG (Natural Gas),1.04,-24.37,35.63,YES,70,Piecewise Linear
150448,GRANBURY 10 6,1,8063_CT4,35,3.5,1,1,1,840,0,1,,0.25,2187,Closed,31.3,0.34,31.3,71,YES,10,0,0,0,3.243,0,YES,150448,NG (Natural Gas),1.04,-22.95,36.14,YES,71,Piecewise Linear
150451,WICHITA FALLS 11 3,1,50127_GTA,85,8.5,6,6,4,840,0,1,,,2188,Closed,1.97,5.27,1.97,19.7,YES,6,0,0,0,3.184,0,YES,150451,NG (Natural Gas),1.04,-5.6,10.03,YES,19.7,Piecewise Linear
150452,WICHITA FALLS 11 4,1,50127_GTB,85,8.5,6,6,4,840,0,1,,,2188,Closed,3.14,5.27,3.14,19.7,YES,6,0,0,0,3.174,0,YES,150452,NG (Natural Gas),1.04,-5.31,10.03,YES,19.7,Piecewise Linear
150454,WICHITA FALLS 11 6,1,50127_GTC,85,8.5,6,6,4,840,0,1,,,2188,Closed,3.54,10.03,3.54,19.7,YES,6,0,0,0,2.833,0,YES,150454,NG (Natural Gas),1.04,-5.6,10.03,YES,19.7,Piecewise Linear
150454,WICHITA FALLS 11 6,2,50127_STD,85,8.5,6,6,4,840,0,1,,,2188,Closed,5,8.65,1.83,17,YES,10,0,0,0,3.52,0,YES,150454,NG (Natural Gas),1.04,-5.55,8.65,YES,17,Piecewise Linear
150462,JOSHUA 7 3,1,54817_GT-1,85,8.5,6,6,4,840,0,>12,3,1.5,2190,Closed,42.85,6.63,42.85,163,YES,5,0,0,0,3.22,0,YES,150462,NG (Natural Gas),1.04,-53.71,82.97,YES,163,Piecewise Linear
150463,JOSHUA 7 4,1,54817_ST-1,85,8.5,6,6,4,840,0,>12,3.5,2,2190,Closed,37.04,7.43,37.04,104,YES,10,0,0,0,3.136,0,YES,150463,NG (Natural Gas),1.04,-31.43,52.94,YES,104,Piecewise Linear
150476,RAINBOW 4 2,1,55139_ST,85,8.5,6,6,4,840,0,>12,3.5,2,2192,Closed,239,101.91,78.63,280,YES,10,0,0,0,3.424,0,YES,150475,NG (Natural Gas),1.042,-73.64,142.52,YES,280,Piecewise Linear
150477,RAINBOW 4 3,1,55139_CTG1,85,8.5,6,6,4,840,0,0.1667,,,2192,Closed,212.5,-13.76,49.82,212.5,YES,6,0,0,0,2.886,0,YES,150477,NG (Natural Gas),1.04,-65.51,108.16,YES,212.5,Piecewise Linear
150478,RAINBOW 4 4,1,55139_CTG2,85,8.5,6,6,4,840,0,0.1667,,,2192,Closed,212.5,101.91,57.6,212.5,YES,6,0,0,0,3.485,0,YES,150475,NG (Natural Gas),1.042,-69.04,108.16,YES,212.5,Piecewise Linear
150481,PERRIN 2 3,1,55230_ST1,85,8.5,6,6,4,840,0,0.1667,,,2193,Closed,246.33,-78.03,34.08,290.5,YES,10,0,0,0,3.188,0,YES,150479,NG (Natural Gas),1.04,-78.03,147.86,YES,290.5,Piecewise Linear
150482,PERRIN 2 4,1,55230_ST2,85,8.5,6,6,4,840,0,0.1667,,,2193,Closed,239,-72.97,117.8,290.5,YES,10,0,0,0,3.059,0,YES,150479,NG (Natural Gas),1.04,-72.97,147.86,YES,290.5,Piecewise Linear
150483,PERRIN 2 5,1,55230_CT1,85,8.5,6,6,4,840,0,12,3,1.5,2193,Closed,165,-0.64,48.08,165,YES,5,0,0,0,2.985,0,YES,150483,NG (Natural Gas),1.04,-49.59,83.99,YES,165,Piecewise Linear
150484,PERRIN 2 6,1,55230_CT2,85,8.5,6,6,4,840,0,1,,,2193,Closed,19.26,-56.66,19.26,165,YES,5,0,0,0,3.216,0,YES,150479,NG (Natural Gas),1.04,-56.66,83.99,YES,165,Piecewise Linear
150485,PERRIN 2 7,1,55230_CT3,85,8.5,6,6,4,840,0,12,3,1.5,2193,Closed,70.83,-1.96,70.83,165,YES,5,0,0,0,3.488,0,YES,150485,NG (Natural Gas),1.04,-57.24,83.99,YES,165,Piecewise Linear
150486,PERRIN 2 8,1,55230_CT4,85,8.5,6,6,4,840,0,12,3,1.5,2193,Closed,76.51,-1.61,76.51,165,YES,5,0,0,0,3.347,0,YES,150486,NG (Natural Gas),1.04,-51.99,83.99,YES,165,Piecewise Linear
150488,POOLVILLE 2 2,1,55320_ST1,85,8.5,6,6,4,840,0,0.1667,,,2194,Closed,230,8.95,78.65,230,YES,5,0,0,0,3.409,0,YES,150488,NG (Natural Gas),1.04,-75.97,117.07,YES,230,Piecewise Linear
150489,POOLVILLE 2 3,1,55320_GT1,85,8.5,6,6,4,840,0,0.1667,,,2194,Closed,109.5,-57.57,109.5,225,YES,9,0,0,0,3.232,0,YES,150487,NG (Natural Gas),1.036,-57.57,114.52,YES,225,Piecewise Linear
150490,POOLVILLE 2 4,1,55320_GT2,85,8.5,6,6,4,840,0,0.1667,,,2194,Closed,59.72,5.3,59.72,225,YES,9,0,0,0,3.332,0,YES,150490,NG (Natural Gas),1.04,-56.44,114.52,YES,225,Piecewise Linear
150492,DESDEMONA 3 2,1,56771_1,0,0,0,0,0,6000,0,12,,,2195,Closed,54,-0.78,0,54,YES,10,0,0,0,1,0,YES,150492,WND (Wind),1.04,-17.28,28.13,YES,60,Piecewise Linear
150496,BRYSON 1 2,1,57156_BC,0,0,0,0,0,6000,0,0.1667,,,2197,Closed,57.49,-0.04,0,57.49,YES,10,0,0,0,1,0,YES,150496,WND (Wind),1.04,-40.4,44.46,YES,120,Piecewise Linear
150499,OLNEY 2 3,1,57520_1,0,0,0,0,0,6000,0,1,,,2198,Closed,124.6,3.08,0,124.6,YES,10,0,0,0,1,0,YES,150499,WND (Wind),1.04,-71.14,73.89,YES,225,Piecewise Linear
150502,WINDTHORST 2 3,1,57974_GEN1,0,0,0,0,0,6000,0,0.1667,,,2199,Closed,71.4,3.34,0,71.4,YES,10,0,0,0,1,0,YES,150502,WND (Wind),1.04,-48.32,66.1,YES,161,Piecewise Linear
150505,BRYSON 2 3,1,57981_GEN1,0,0,0,0,0,6000,0,0.1667,,,2200,Closed,85.34,-0.22,0,85.34,YES,10,0,0,0,1,0,YES,150505,WND (Wind),1.04,-43.56,50.7,YES,150,Piecewise Linear
150507,MUENSTER 5 2,1,58080_1,0,0,0,0,0,6000,0,0.1667,,,2201,Closed,86.99,8.51,0,86.99,YES,10,0,0,0,1,0,YES,150507,WND (Wind),1.04,-30.07,52.97,YES,112.5,Piecewise Linear
150510,ODELL 1 2,1,58372_GEN1,0,0,0,0,0,6000,0,0.1667,,,2202,Closed,121.6,-6.8,0,121.6,YES,10,0,0,0,1,0,YES,150510,WND (Wind),1.04,-35.37,59.57,YES,135.4,Piecewise Linear
150512,JACKSBORO 3 2,1,58838_KW1,0,0,0,0,0,6000,0,0.1667,,,2203,Closed,87.44,3.52,0,87.44,YES,10,0,0,0,1,0,YES,150512,WND (Wind),1.04,-30.72,39.41,YES,110,Piecewise Linear
150515,WINDTHORST 3 3,1,59034_SHAN1,0,0,0,0,0,6000,0,0.1667,,,2204,Closed,160.29,37.4,0,160.29,YES,10,0,0,0,1,0,YES,150513,WND (Wind),1.04,-59.71,61.4,YES,204,Piecewise Linear
150517,WINDTHORST 4 2,1,59238_WND2,0,0,0,0,0,6000,0,>12,,,2205,Closed,40.12,-3.14,0,40.12,YES,10,0,0,0,1,0,YES,150517,WND (Wind),1.04,-17.27,32.49,YES,67.6,Piecewise Linear
150520,SEYMOUR 3 2,1,59732_GPI,0,0,0,0,0,6000,0,>12,,,2206,Closed,92.51,-12.05,0,92.51,YES,10,0,0,0,1,0,YES,150520,WND (Wind),1.04,-47.27,50.99,YES,150,Piecewise Linear
150523,RAINBOW 5 3,1,59812_STG6,85,8.5,6,6,4,840,0,0.1667,,,2207,Closed,83.67,-121.94,83.67,458.3,YES,10,0,0,0,3.235,0,YES,150521,NG (Natural Gas),1.041,-121.94,233.27,YES,458.3,Piecewise Linear
150524,RAINBOW 5 4,1,59812_CGT4,85,8.5,6,6,4,840,0,12,3,1.5,2207,Closed,148,-88.25,96.89,327.8,YES,10,0,0,0,2.971,0,YES,150521,NG (Natural Gas),1.041,-88.25,166.85,YES,327.8,Piecewise Linear
150525,RAINBOW 5 5,1,59812_CGT5,85,8.5,6,6,4,840,0,12,3,1.5,2207,Closed,148,-88.39,53.83,329.3,YES,10,0,0,0,3.21,0,YES,150521,NG (Natural Gas),1.041,-88.39,167.61,YES,329.3,Piecewise Linear
150528,OKLAUNION 2 3,1,60338_EWF,0,0,0,0,0,6000,0,12,,,2208,Closed,159.95,72.57,0,159.95,YES,10,0,0,0,1,0,YES,150526,WND (Wind),1.04,-76.47,98.89,YES,230,Piecewise Linear
