"State","Facility Name","Facility ID","Unit ID","Associated Stacks","Year","Program Code","EPA Region","NERC Region","County","County Code","FIPS Code","Source Category","Latitude","Longitude","Owner/Operator","SO2 Phase","NOx Phase","Unit Type","Primary Fuel Type","Secondary Fuel Type","SO2 Controls","NOx Controls","PM Controls","Hg Controls","Commercial Operation Date","Operating Status","Max Hourly HI Rate (mmBtu/hr)","Associated Generators & Nameplate Capacity (MWe)"
"TX","T C Ferguson Power Plant",4937,"CT-1",,2018,"ARP, CSOSG2",6,"ERCOT","Llano County","TX299","299","Electric Utility",30.558,-98.3705,"Lower Colorado River Authority (Owner),Lower Colorado River Authority (Operator)","Phase 2",,"Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners,Ammonia Injection,Selective Catalytic Reduction",,,"2014-03-29","Operating",2320,"STG (204), CT-1 (185.3)"
"TX","T C Ferguson Power Plant",4937,"CT-2",,2018,"ARP, CSOSG2",6,"ERCOT","Llano County","TX299","299","Electric Utility",30.558,-98.3705,"Lower Colorado River Authority (Owner),Lower Colorado River Authority (Operator)","Phase 2",,"Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners,Ammonia Injection,Selective Catalytic Reduction",,,"2014-03-16","Operating",2000,"STG (204), CT-2 (185.3)"
"TX","Barney M. Davis",4939,"1",,2018,"ARP, CSOSG2",6,"ERCOT","Nueces County","TX355","355","Electric Utility",27.6067,-97.3119,"Barney M Davis, LP (Owner),Barney M Davis, LP (Operator)","Phase 2",,"Tangentially-fired","Pipeline Natural Gas",,,,,,"1974-06-30","Operating",3800,"1 (352)"
"TX","Barney M. Davis",4939,"3",,2018,"ARP, CSOSG2",6,"ERCOT","Nueces County","TX355","355","Electric Utility",27.6067,-97.3119,"Barney M Davis, LP (Owner),Barney M Davis, LP (Operator)","Phase 2",,"Combined cycle","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"2009-10-22","Operating",2606,"3 (172), 2 (351)"
"TX","Barney M. Davis",4939,"4",,2018,"ARP, CSOSG2",6,"ERCOT","Nueces County","TX355","355","Electric Utility",27.6067,-97.3119,"Barney M Davis, LP (Owner),Barney M Davis, LP (Operator)","Phase 2",,"Combined cycle","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"2009-11-04","Operating",4494.3,"2 (351), 4 (172)"
"TX","Gibbons Creek Steam Electric Station",6136,"1",,2018,"ARP, CSOSG2, MATS",6,"ERCOT","Grimes County","TX185","185","Electric Utility",30.6167,-96.0778,"Texas Municipal Power Agency (Owner),Texas Municipal Power Agency (Operator)","Phase 2","Early Election","Tangentially-fired","Coal",,"Wet Lime FGD","Low NOx Burner Technology w/ Closed-coupled OFA","Electrostatic Precipitator",,"1983-10-01","Operating",5060,"1 (443.9)"
"TX","Welsh Power Plant",6139,"1",,2018,"ARP, CSOSG2, MATS",6,"ERCOT","Titus County","TX449","449","Electric Utility",33.0583,-94.844,"Southwestern Electric Power Company (Owner),Southwestern Electric Power Company (Operator)","Phase 2","Early Election","Dry bottom wall-fired boiler","Coal",,,"Low NOx Burner Technology w/ Overfire Air","Baghouse,Electrostatic Precipitator","Halogenated PAC Sorbent Injection","1977-03-31","Operating",6896,"1 (558)"
"TX","Welsh Power Plant",6139,"3",,2018,"ARP, CSOSG2, MATS",6,"ERCOT","Titus County","TX449","449","Electric Utility",33.0583,-94.844,"Southwestern Electric Power Company (Owner),Southwestern Electric Power Company (Operator)","Phase 2","Early Election","Dry bottom wall-fired boiler","Coal",,,"Low NOx Burner Technology w/ Overfire Air","Baghouse,Electrostatic Precipitator","Halogenated PAC Sorbent Injection","1982-02-10","Operating",6909,"3 (558)"
"TX","Martin Lake",6146,"1",,2018,"ARP, CSOSG2, MATS",6,,"Rusk County","TX401","401","Electric Utility",32.2597,-94.5703,"Luminant Generation Company LLC (Owner),Luminant Generation Company LLC (Operator)","Phase 2","Early Election","Tangentially-fired","Coal",,"Wet Limestone","Low NOx Burner Technology w/ Separated OFA","Electrostatic Precipitator","Untreated PAC Sorbent Injection","1977-05-16","Operating",9210,"1 (793.2)"
"TX","Martin Lake",6146,"2",,2018,"ARP, CSOSG2, MATS",6,,"Rusk County","TX401","401","Electric Utility",32.2597,-94.5703,"Luminant Generation Company LLC (Owner),Luminant Generation Company LLC (Operator)","Phase 2","Early Election","Tangentially-fired","Coal",,"Wet Limestone","Low NOx Burner Technology w/ Separated OFA","Electrostatic Precipitator",,"1978-05-23","Operating",9257,"2 (793.2)"
"TX","Martin Lake",6146,"3",,2018,"ARP, CSOSG2, MATS",6,,"Rusk County","TX401","401","Electric Utility",32.2597,-94.5703,"Luminant Generation Company LLC (Owner),Luminant Generation Company LLC (Operator)","Phase 2","Early Election","Tangentially-fired","Coal",,"Wet Limestone","Low NOx Burner Technology w/ Separated OFA","Electrostatic Precipitator",,"1979-04-01","Operating",9484,"3 (793.2)"
"TX","Coleto Creek",6178,"1",,2018,"ARP, CSOSG2, MATS",6,"ERCOT","Goliad County","TX175","175","Electric Utility",28.7128,-97.2142,"Coleto Creek Power, LP (Owner) (Ended Apr 18, 2018),Coleto Creek Power, LLC (Owner) (Started Apr 18, 2018),Coleto Creek Power, LP (Operator) (Ended Apr 18, 2018),Coleto Creek Power, LLC (Operator) (Started Apr 18, 2018)","Phase 2","Early Election","Tangentially-fired","Coal",,,"Low NOx Burner Technology w/ Closed-coupled/Separated OFA","Baghouse","Additives to Enhance PAC and Existing Equipment Performance","1980-06-30","Operating",7685,"1 (632)"
"TX","Sam Seymour",6179,"1",,2018,"ARP, CSOSG2, MATS",6,"ERCOT","Fayette County","TX149","149","Electric Utility",29.9172,-96.7506,"City of Austin (Owner),Lower Colorado River Authority (Owner),Lower Colorado River Authority (Operator)","Phase 2","Early Election","Tangentially-fired","Coal","Diesel Oil, Other Solid Fuel","Wet Limestone","Low NOx Burner Technology w/ Closed-coupled/Separated OFA","Electrostatic Precipitator",,"1979-06-01","Operating",8673.9,"1 (615)"
"TX","Sam Seymour",6179,"2",,2018,"ARP, CSOSG2, MATS",6,"ERCOT","Fayette County","TX149","149","Electric Utility",29.9172,-96.7506,"City of Austin (Owner),Lower Colorado River Authority (Owner),Lower Colorado River Authority (Operator)","Phase 2","Early Election","Tangentially-fired","Coal","Diesel Oil, Other Solid Fuel","Wet Limestone","Low NOx Burner Technology w/ Closed-coupled/Separated OFA","Electrostatic Precipitator",,"1980-05-21","Operating",8673.9,"2 (615)"
"TX","Sam Seymour",6179,"3",,2018,"ARP, CSOSG2, MATS",6,"ERCOT","Fayette County","TX149","149","Electric Utility",29.9172,-96.7506,"Lower Colorado River Authority (Owner),Lower Colorado River Authority (Operator)","Phase 2","Early Election","Tangentially-fired","Coal","Diesel Oil, Other Solid Fuel","Wet Limestone","Low NOx Burner Technology w/ Closed-coupled/Separated OFA","Electrostatic Precipitator",,"1988-04-29","Operating",6333.3,"3 (460)"
"TX","Oak Grove",6180,"1",,2018,"ARP, CSOSG2, MATS",6,"ERCOT","Robertson County","TX395","395","Electric Utility",31.185,-96.4853,"Oak Grove Management Company LLC (Owner),Oak Grove Management Company LLC (Operator)","Phase 2",,"Tangentially-fired","Coal","Pipeline Natural Gas","Wet Limestone","Low NOx Burner Technology w/ Separated OFA,Ammonia Injection,Selective Catalytic Reduction","Baghouse",,"2009-08-07","Operating",9940,"OG1 (916.8)"
"TX","Oak Grove",6180,"2",,2018,"ARP, CSOSG2, MATS",6,"ERCOT","Robertson County","TX395","395","Electric Utility",31.185,-96.4853,"Oak Grove Management Company LLC (Owner),Oak Grove Management Company LLC (Operator)","Phase 2",,"Dry bottom wall-fired boiler","Coal","Pipeline Natural Gas","Wet Limestone","Low NOx Burner Technology (Dry Bottom only),Ammonia Injection,Selective Catalytic Reduction","Baghouse",,"2010-01-01","Operating",9651,"OG2 (878.6)"
"TX","J T Deely",6181,"1","CS012",2018,"ARP, CSOSG2, MATS",6,"ERCOT","Bexar County","TX029","029","Electric Utility",29.3072,-98.3228,"City of San Antonio (Owner),City of San Antonio (Operator)","Phase 2","Early Election","Tangentially-fired","Coal",,,"Low NOx Burner Technology w/ Closed-coupled/Separated OFA","Baghouse",,"1977-08-08","Operating",5161.8,"1 (446)"
"TX","J T Deely",6181,"2","CS012",2018,"ARP, CSOSG2, MATS",6,"ERCOT","Bexar County","TX029","029","Electric Utility",29.3072,-98.3228,"City of San Antonio (Owner),City of San Antonio (Operator)","Phase 2","Early Election","Tangentially-fired","Coal",,,"Low NOx Burner Technology w/ Closed-coupled/Separated OFA","Baghouse",,"1978-08-01","Operating",5161.8,"2 (446)"
"TX","San Miguel",6183,"SM-1",,2018,"ARP, CSOSG2, MATS",6,"ERCOT","Atascosa County","TX013","013","Electric Utility",28.7044,-98.4781,"San Miguel Electric Cooperative, Inc. (Owner),San Miguel Electric Cooperative, Inc. (Operator)","Phase 2","Early Election","Dry bottom wall-fired boiler","Coal",,"Wet Limestone","Overfire Air,Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator,Wet Scrubber",,"1982-01-01","Operating",6815,"1 (410)"
"TX","Harrington Station",6193,"061B",,2018,"ARP, CSOSG2, MATS",6,"SPP","Potter County","TX375","375","Electric Utility",35.2972,-101.7475,"Southwestern Public Service Company (Owner),Southwestern Public Service Company (Operator)","Phase 2","Early Election","Tangentially-fired","Coal","Pipeline Natural Gas",,"Low NOx Burner Technology w/ Separated OFA,Overfire Air","Electrostatic Precipitator","Halogenated PAC Sorbent Injection","1976-07-01","Operating",4631,"1 (360)"
"TX","Harrington Station",6193,"062B",,2018,"ARP, CSOSG2, MATS",6,"SPP","Potter County","TX375","375","Electric Utility",35.2972,-101.7475,"Southwestern Public Service Company (Owner),Southwestern Public Service Company (Operator)","Phase 2","Early Election","Tangentially-fired","Coal","Pipeline Natural Gas",,"Low NOx Burner Technology w/ Closed-coupled/Separated OFA,Overfire Air","Baghouse","Halogenated PAC Sorbent Injection","1978-05-01","Operating",4222,"2 (360)"
"TX","Harrington Station",6193,"063B",,2018,"ARP, CSOSG2, MATS",6,"SPP","Potter County","TX375","375","Electric Utility",35.2972,-101.7475,"Southwestern Public Service Company (Owner),Southwestern Public Service Company (Operator)","Phase 2","Early Election","Tangentially-fired","Coal","Pipeline Natural Gas",,"Low NOx Burner Technology w/ Closed-coupled/Separated OFA,Overfire Air","Baghouse","Halogenated PAC Sorbent Injection","1980-05-01","Operating",4397,"3 (360)"
"TX","Tolk Station",6194,"171B",,2018,"ARP, CSOSG2, MATS",6,"SPP","Lamb County","TX279","279","Electric Utility",34.1847,-102.5686,"Southwestern Public Service Company (Owner),Southwestern Public Service Company (Operator)","Phase 2","Early Election","Tangentially-fired","Coal",,,"Low NOx Burner Technology w/ Separated OFA,Overfire Air","Baghouse","Halogenated PAC Sorbent Injection","1982-07-01","Operating",6331,"1 (568)"
"TX","Tolk Station",6194,"172B",,2018,"ARP, CSOSG2, MATS",6,"SPP","Lamb County","TX279","279","Electric Utility",34.1847,-102.5686,"Southwestern Public Service Company (Owner),Southwestern Public Service Company (Operator)","Phase 2","Early Election","Tangentially-fired","Coal",,,"Low NOx Burner Technology w/ Separated OFA,Overfire Air","Baghouse","Halogenated PAC Sorbent Injection","1985-04-01","Operating",5991,"2 (568)"
"TX","Roland C. Dansby Power Plant",6243,"1",,2018,"ARP, CSOSG2",6,"ERCOT","Brazos County","TX041","041","Electric Utility",30.7217,-96.4599,"Bryan Texas Utilities (Owner),Bryan Texas Utilities (Operator)","Phase 2",,"Dry bottom wall-fired boiler","Pipeline Natural Gas","Diesel Oil",,"Overfire Air",,,"1978-09-01","Operating",1300,"1 (105)"
"TX","Roland C. Dansby Power Plant",6243,"2",,2018,"ARP, CSOSG2",6,"ERCOT","Brazos County","TX041","041","Electric Utility",30.7217,-96.4599,"Bryan Texas Utilities (Owner),Bryan Texas Utilities (Operator)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Water Injection,Selective Catalytic Reduction",,,"2003-12-12","Operating",500,"2 (50)"
"TX","Roland C. Dansby Power Plant",6243,"3",,2018,"ARP, CSOSG2",6,"ERCOT","Brazos County","TX041","041","Electric Utility",30.7217,-96.4599,"Bryan Texas Utilities (Owner),Bryan Texas Utilities (Operator)","Phase 2",,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection,Selective Catalytic Reduction",,,"2010-01-19","Operating",932,"3 (50)"
"TX","Sandow",6648,"4",,2018,"ARP, MATS",6,"ERCOT","Milam County","TX331","331","Electric Utility",30.5642,-97.0639,"Luminant Generation Company LLC (Owner),Luminant Generation Company LLC (Operator)","Phase 2","Early Election","Tangentially-fired","Coal",,"Wet Limestone","Low NOx Burner Technology w/ Separated OFA,Selective Catalytic Reduction","Electrostatic Precipitator",,"1981-05-15","Operating (Retired 01/11/2018)",7558,"4 (590.6)"
"TX","Twin Oaks",7030,"U1",,2018,"ARP, CSOSG2, MATS",6,"ERCOT","Robertson County","TX395","395","Electric Utility",31.0932,-96.6965,"Major Oak Power, LLC (Owner),NAES Corporation (Operator) (Ended Mar 23, 2018),Major Oak Power, LLC (Operator) (Started Mar 23, 2018)","Phase 2",,"Circulating fluidized bed boiler","Coal",,"Fluidized Bed Limestone Injection","Selective Non-catalytic Reduction","Baghouse","Untreated PAC Sorbent Injection","1990-09-01","Operating",2146,"1 (174.6)"
"TX","Twin Oaks",7030,"U2",,2018,"ARP, CSOSG2, MATS",6,"ERCOT","Robertson County","TX395","395","Electric Utility",31.0932,-96.6965,"Major Oak Power, LLC (Owner),NAES Corporation (Operator) (Ended Mar 23, 2018),Major Oak Power, LLC (Operator) (Started Mar 23, 2018)","Phase 2",,"Circulating fluidized bed boiler","Coal",,"Fluidized Bed Limestone Injection","Selective Non-catalytic Reduction","Baghouse","Untreated PAC Sorbent Injection","1991-10-01","Operating",1950,"2 (174.6)"
"TX","J K Spruce",7097,"**1",,2018,"ARP, CSOSG2, MATS",6,"ERCOT","Bexar County","TX029","029","Electric Utility",29.3091,-98.3205,"City of San Antonio (Owner),City of San Antonio (Operator)","Phase 2","Early Election","Tangentially-fired","Coal",,"Wet Limestone","Low NOx Burner Technology w/ Closed-coupled/Separated OFA","Baghouse",,"1992-12-10","Operating",6366,"1 (546)"
"TX","J K Spruce",7097,"**2",,2018,"ARP, CSOSG2, MATS",6,"ERCOT","Bexar County","TX029","029","Electric Utility",29.3091,-98.3205,"City of San Antonio (Owner),City of San Antonio (Operator)","Phase 2",,"Tangentially-fired","Coal",,"Wet Limestone","Selective Catalytic Reduction","Baghouse",,"2009-11-22","Operating",9727.9,"2 (750)"
"TX","San Jacinto Steam Electric Station",7325,"SJS1","CP1",2018,"ARP, CSOSG2",6,"ERCOT","Harris County","TX201","201","Electric Utility",29.6967,-95.0411,"NRG Energy, Inc (Owner),NRG Energy, Inc (Operator)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Dry Low NOx Burners,Water Injection",,,"1995-04-21","Operating",2000,"1 (88.2)"
"TX","San Jacinto Steam Electric Station",7325,"SJS2","CP1",2018,"ARP, CSOSG2",6,"ERCOT","Harris County","TX201","201","Electric Utility",29.6967,-95.0411,"NRG Energy, Inc (Owner),NRG Energy, Inc (Operator)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Dry Low NOx Burners,Water Injection",,,"1995-04-21","Operating",2000,"2 (88.2)"
"TX","Calpine Hidalgo Energy Center",7762,"HRSG1",,2018,"ARP, CSOSG2",6,,"Hidalgo County","TX215","215","Electric Utility",26.3389,-98.1708,"Calpine Hidalgo Energy Center, LP (Owner),Brownsville Public Utilities Board (Owner),Calpine Operating Services Company, Inc. (Operator)","Phase 2",,"Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners",,,"2000-04-13","Operating",1950,"CTG1 (207), STG1 (233)"
"TX","Calpine Hidalgo Energy Center",7762,"HRSG2",,2018,"ARP, CSOSG2",6,,"Hidalgo County","TX215","215","Electric Utility",26.3389,-98.1708,"Calpine Hidalgo Energy Center, LP (Owner),Brownsville Public Utilities Board (Owner),Calpine Operating Services Company, Inc. (Operator)","Phase 2",,"Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners",,,"2000-04-28","Operating",1950,"STG1 (233), CTG2 (207)"
"TX","Sand Hill Energy Center",7900,"SH1",,2018,"ARP, CSOSG2",6,"ERCOT","Travis County","TX453","453","Electric Utility",30.2091,-97.6139,"City of Austin (Owner),City of Austin (Operator)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Water Injection,Selective Catalytic Reduction",,,"2001-03-01","Operating",478,"SH1 (60.5)"
"TX","Sand Hill Energy Center",7900,"SH2",,2018,"ARP, CSOSG2",6,"ERCOT","Travis County","TX453","453","Electric Utility",30.2091,-97.6139,"City of Austin (Owner),City of Austin (Operator)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Water Injection,Selective Catalytic Reduction",,,"2001-03-01","Operating",478,"SH2 (60.5)"
"TX","Sand Hill Energy Center",7900,"SH3",,2018,"ARP, CSOSG2",6,"ERCOT","Travis County","TX453","453","Electric Utility",30.2091,-97.6139,"City of Austin (Owner),City of Austin (Operator)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Water Injection,Selective Catalytic Reduction",,,"2001-03-01","Operating",478,"SH3 (60.5)"
"TX","Sand Hill Energy Center",7900,"SH4",,2018,"ARP, CSOSG2",6,"ERCOT","Travis County","TX453","453","Electric Utility",30.2091,-97.6139,"City of Austin (Owner),City of Austin (Operator)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Water Injection,Selective Catalytic Reduction",,,"2001-03-01","Operating",478,"SH4 (60.5)"
"TX","Sand Hill Energy Center",7900,"SH5",,2018,"ARP, CSOSG2",6,"ERCOT","Travis County","TX453","453","Electric Utility",30.2091,-97.6139,"City of Austin (Owner),City of Austin (Operator)","Phase 2",,"Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"2004-07-01","Operating",2700,"5A (198.9), 5C (191.1)"
"TX","Sand Hill Energy Center",7900,"SH6",,2018,"ARP, CSOSG2",6,"ERCOT","Travis County","TX453","453","Electric Utility",30.2091,-97.6139,"City of Austin (Owner),City of Austin (Operator)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Water Injection,Selective Catalytic Reduction",,,"2010-05-11","Operating",478,"SH6 (60.5)"
"TX","Sand Hill Energy Center",7900,"SH7",,2018,"ARP, CSOSG2",6,"ERCOT","Travis County","TX453","453","Electric Utility",30.2091,-97.6139,"City of Austin (Owner),City of Austin (Operator)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Water Injection,Selective Catalytic Reduction",,,"2010-06-09","Operating",478,"SH7 (60.5)"
"TX","H W Pirkey Power Plant",7902,"1",,2018,"ARP, CSOSG2, MATS",6,,"Harrison County","TX203","203","Electric Utility",32.4607,-94.4852,"Northeast Texas Electric Cooperative (Owner),Oklahoma Municipal Power Authority (Owner),Southwestern Electric Power Company (Owner),Southwestern Electric Power Company (Operator)","Phase 2","Early Election","Dry bottom wall-fired boiler","Coal",,"Wet Limestone","Low NOx Burner Technology (Dry Bottom only),Low NOx Burner Technology w/ Overfire Air","Electrostatic Precipitator,Wet Scrubber","Halogenated PAC Sorbent Injection","1984-12-05","Operating",6821,"1 (720.5)"
"TX","Decordova",8063,"CT1",,2018,"CSOSG2",6,"ERCOT","Hood County","TX221","221","Electric Utility",32.4033,-97.6986,"Luminant Generation Company LLC (Owner),Luminant Generation Company LLC (Operator)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"1990-03-01","Operating",1142,"CT1 (81)"
"TX","Decordova",8063,"CT2",,2018,"CSOSG2",6,"ERCOT","Hood County","TX221","221","Electric Utility",32.4033,-97.6986,"Luminant Generation Company LLC (Owner),Luminant Generation Company LLC (Operator)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"1990-03-01","Operating",1142,"CT2 (81)"
"TX","Decordova",8063,"CT3",,2018,"CSOSG2",6,"ERCOT","Hood County","TX221","221","Electric Utility",32.4033,-97.6986,"Luminant Generation Company LLC (Owner),Luminant Generation Company LLC (Operator)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"1990-03-01","Operating",1142,"CT3 (81)"
"TX","Decordova",8063,"CT4",,2018,"CSOSG2",6,"ERCOT","Hood County","TX221","221","Electric Utility",32.4033,-97.6986,"Luminant Generation Company LLC (Owner),Luminant Generation Company LLC (Operator)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"1990-03-01","Operating",1142,"CT4 (81)"
"TX","Air Liquide Bayport Complex",10298,"CG801",,2018,"CSOSG2",6,,"Harris County","TX201","201","Cogeneration",29.6225,-95.0458,"Air Liquide Large Industries US LP (Owner),Air Liquide Large Industries US LP (Operator)",,,"Combustion turbine","Pipeline Natural Gas","Other Gas",,"Dry Low NOx Burners,Other",,,"1984-12-01","Operating",1200,"GEN1 (75)"
"TX","Air Liquide Bayport Complex",10298,"CG802",,2018,"CSOSG2",6,,"Harris County","TX201","201","Cogeneration",29.6225,-95.0458,"Air Liquide Large Industries US LP (Owner),Air Liquide Large Industries US LP (Operator)",,,"Combustion turbine","Pipeline Natural Gas","Other Gas",,"Dry Low NOx Burners,Other",,,"1984-12-01","Operating",1200,"GEN2 (75)"
"TX","Air Liquide Bayport Complex",10298,"CG802A",,2018,"CSOSG2",6,,"Harris County","TX201","201","Cogeneration",29.6225,-95.0458,"Air Liquide Large Industries US LP (Owner),Air Liquide Large Industries US LP (Operator)",,,"Combustion turbine",,,,,,,"2016-03-09","Future",,"GEN2A (79.6)"
"TX","Air Liquide Bayport Complex",10298,"CG803",,2018,"CSOSG2",6,,"Harris County","TX201","201","Cogeneration",29.6225,-95.0458,"Air Liquide Large Industries US LP (Owner),Air Liquide Large Industries US LP (Operator)",,,"Combustion turbine","Pipeline Natural Gas","Other Gas",,"Dry Low NOx Burners,Other",,,"1985-03-01","Operating",1200,"GEN3 (75)"
"TX","Air Liquide Bayport Complex",10298,"CG804",,2018,"CSOSG2",6,,"Harris County","TX201","201","Cogeneration",29.6225,-95.0458,"Air Liquide Large Industries US LP (Owner),Air Liquide Large Industries US LP (Operator)",,,"Combustion turbine","Pipeline Natural Gas","Other Gas",,"Dry Low NOx Burners,Other",,,"1985-03-01","Operating",1200,"GEN4 (75)"
"TX","Paris Energy Center",50109,"HRSG1",,2018,"ARP, CSOSG2",6,,"Lamar County","TX277","277","Electric Utility",33.6968,-95.5577,"Paris Generation, LP (Owner),NAES Corporation (Operator) (Ended Mar 23, 2018),Paris Generation, LP (Operator) (Started Mar 23, 2018)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"1989-06-01","Operating",1281,"GEN3 (90), GEN1 (80)"
"TX","Paris Energy Center",50109,"HRSG2",,2018,"ARP, CSOSG2",6,,"Lamar County","TX277","277","Electric Utility",33.6968,-95.5577,"Paris Generation, LP (Owner),NAES Corporation (Operator) (Ended Mar 23, 2018),Paris Generation, LP (Operator) (Started Mar 23, 2018)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"1989-06-01","Operating",1281,"GEN3 (90), GEN2 (80)"
"TX","New Gulf Power Facility",50137,"1",,2018,"ARP, CSOSG2",6,,"Wharton County","TX481","481","Electric Utility",29.2639,-95.8997,"Wharton County Generation, LLC (Owner),Wharton County Generation, LLC (Operator)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Steam Injection",,,"1996-04-30","Operating",990,"GEN1 (78.7)"
"TX","ExxonMobil Beaumont Refinery",50625,"61STK1",,2018,"ARP, CSOSG2",6,,"Jefferson County","TX245","245","Cogeneration",30.0639,-94.0703,"ExxonMobil Oil Corporation (Owner),ExxonMobil Oil Corporation (Operator)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Process Gas",,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"2005-06-14","Operating",2531,"TG41 (165)"
"TX","ExxonMobil Beaumont Refinery",50625,"61STK2",,2018,"ARP, CSOSG2",6,,"Jefferson County","TX245","245","Cogeneration",30.0639,-94.0703,"ExxonMobil Oil Corporation (Owner),ExxonMobil Oil Corporation (Operator)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Process Gas",,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"2005-03-10","Operating",2531,"TG42 (165)"
"TX","ExxonMobil Beaumont Refinery",50625,"61STK3",,2018,"ARP, CSOSG2",6,,"Jefferson County","TX245","245","Cogeneration",30.0639,-94.0703,"ExxonMobil Oil Corporation (Owner),ExxonMobil Oil Corporation (Operator)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Process Gas",,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"2004-12-17","Operating",2531,"TG43 (165)"
"TX","Odyssey Energy Altura Cogen, LLC",50815,"ENG101",,2018,"ARP, CSOSG2",6,,"Harris County","TX201","201","Cogeneration",29.8169,-95.1086,"Optim Energy Altura Cogen, LLC (Owner),Optim Energy Altura Cogen, LLC (Operator)","Phase 2",,"Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners",,,"1985-12-18","Operating",1182,"GEN6 (129.2), GEN1 (84.9)"
"TX","Odyssey Energy Altura Cogen, LLC",50815,"ENG201",,2018,"ARP, CSOSG2",6,,"Harris County","TX201","201","Cogeneration",29.8169,-95.1086,"Optim Energy Altura Cogen, LLC (Owner),Optim Energy Altura Cogen, LLC (Operator)","Phase 2",,"Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners",,,"1985-12-05","Operating",1182,"GEN6 (129.2), GEN2 (84.9)"
"TX","Odyssey Energy Altura Cogen, LLC",50815,"ENG301",,2018,"ARP, CSOSG2",6,,"Harris County","TX201","201","Cogeneration",29.8169,-95.1086,"Optim Energy Altura Cogen, LLC (Owner),Optim Energy Altura Cogen, LLC (Operator)","Phase 2",,"Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners",,,"1985-11-14","Operating",1080,"GEN3 (84.9), GEN6 (129.2)"
"TX","Odyssey Energy Altura Cogen, LLC",50815,"ENG401",,2018,"ARP, CSOSG2",6,,"Harris County","TX201","201","Cogeneration",29.8169,-95.1086,"Optim Energy Altura Cogen, LLC (Owner),Optim Energy Altura Cogen, LLC (Operator)","Phase 2",,"Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners",,,"1985-10-30","Operating",1080,"GEN4 (84.9), GEN6 (129.2)"
"TX","Odyssey Energy Altura Cogen, LLC",50815,"ENG501",,2018,"ARP, CSOSG2",6,,"Harris County","TX201","201","Cogeneration",29.8169,-95.1086,"Optim Energy Altura Cogen, LLC (Owner),Optim Energy Altura Cogen, LLC (Operator)","Phase 2",,"Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners",,,"1985-10-14","Operating",1080,"GEN6 (129.2), GEN5 (84.9)"
"TX","Odyssey Energy Altura Cogen, LLC",50815,"ENG601",,2018,"ARP, CSOSG2",6,,"Harris County","TX201","201","Cogeneration",29.8169,-95.1086,"Optim Energy Altura Cogen, LLC (Owner),Optim Energy Altura Cogen, LLC (Operator)","Phase 2",,"Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners",,,"1995-06-01","Operating",1080,"GEN6 (129.2), GEN7 (84.9)"
