Plant Code,Plant Name,State,Sector Group,Sector Code,Prime Mover,Fuel Code,Aggregated Fuel Group,Generation (kWh),Useful Thermal Output (MMBtu),Total Fuel Consumption (MMBtu),Fuel Consumption for Electric Generation (MMBtu),"
 Fuel Consumption for Useful Thermal Output (MMBtu)",Quantity of Fuel Consumed,Fuel Units,Sulfur Content of Fuel Used in EIA Model (%),EIA Model Estimates of SO2 Emissions (Tons),EIA Model Estimates of Plant Level SO2 Emissions (Tons),CEMS Reported Plant Level SO2 Emissions (Tons),Selected SO2 Emissions (Tons),Selected SO2 Emissions (Metric Tonnes),NERC Region,Balancing Authority Code,Balancing Authority Name,EIA Balancing Authority Region
50625,ExxonMobil Beaumont Refinery,TX,INDUSTRIAL,7.0,ST,OG,OTHER,117029958.0,1009730.0,4696786.0,1331020.0,3365766.0,6926145.0,Mcf, ,2.0778435,13.9247892,12.299,1.835244817,1.664923176,SERC,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
50815,Optim Energy Altura Cogen LLC,TX,ELECTRIC POWER,3.0,CA,NG,GAS,610121000.0,0.0,643938.0,643938.0,0.0,628052.0,Mcf, ,0.1884156,10.9314456,11.272,0.1942854331,0.1762545887,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
50815,Optim Energy Altura Cogen LLC,TX,ELECTRIC POWER,3.0,CT,NG,GAS,2599000000.0,13365244.0,36698203.0,16447831.0,20250372.0,35810100.0,Mcf, ,10.74303,10.9314456,11.272,11.0777145669,10.0496367294,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
50973,Motiva Enterprises Port Arthur Refinery,TX,INDUSTRIAL,7.0,CA,NG,GAS,174123857.0,0.0,0.0,0.0,0.0,0.0,Mcf, ,0.0,9.9212139, ,0.0,0.0,SERC,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
50973,Motiva Enterprises Port Arthur Refinery,TX,INDUSTRIAL,7.0,CA,OG,OTHER,194675963.0,11855865.0,15293466.0,835095.0,14458371.0,16992738.0,Mcf, ,5.0978214,9.9212139, ,5.0978214,4.624713236,SERC,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
50973,Motiva Enterprises Port Arthur Refinery,TX,INDUSTRIAL,7.0,CT,NG,GAS,1333272760.0,5904236.0,13666515.0,6466227.0,7200288.0,13523505.0,Mcf, ,4.0570515,9.9212139, ,4.0570515,3.6805329765,SERC,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
50973,Motiva Enterprises Port Arthur Refinery,TX,INDUSTRIAL,7.0,GT,NG,GAS,135179240.0,1646020.0,2581298.0,573957.0,2007341.0,2554470.0,Mcf, ,0.766341,9.9212139, ,0.766341,0.6952199946,SERC,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
52088,Texas City Power Plant,TX,ELECTRIC POWER,3.0,CA,NG,GAS,378440000.0,179478.0,1813157.0,1514028.0,299129.0,1724757.0,Mcf, ,0.5174271,5.8761126,5.623,0.4951390113,0.4491871644,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
52088,Texas City Power Plant,TX,ELECTRIC POWER,3.0,CT,NG,GAS,1371554000.0,5990617.0,18772333.0,8787972.0,9984361.0,17862285.0,Mcf, ,5.3586855,5.8761126,5.623,5.1278609887,4.651964972,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
52120,Freeport Energy,TX,INDUSTRIAL,7.0,CA,NG,GAS,435948070.0,0.0,0.0,0.0,0.0,0.0,Mcf, ,0.0,9.8159448, ,0.0,0.0,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
52120,Freeport Energy,TX,INDUSTRIAL,7.0,CT,NG,GAS,2264779280.0,6865898.0,27738603.0,16101489.0,11637114.0,26930683.0,Mcf, ,8.0792049,9.8159448, ,8.0792049,7.3294066044,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
52120,Freeport Energy,TX,INDUSTRIAL,7.0,GT,NG,GAS,477228640.0,1856522.0,5962807.0,2816161.0,3146646.0,5789133.0,Mcf, ,1.7367399,9.8159448, ,1.7367399,1.5755601016,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
52122,Wasson CO2 Removal Plant,TX,INDUSTRIAL,7.0,GT,NG,GAS,152499000.0,101720.0,1727901.0,1445351.0,282550.0,2518808.0,Mcf, ,0.7556424,0.7556424, ,0.7556424,0.6855142883,MRO,SWPP,Southwest Power Pool,Central
52132,Power Station 4,TX,INDUSTRIAL,7.0,CA,NG,GAS,0.0,780112.0,1258246.0,0.0,1258246.0,1233311.0,Mcf, ,0.3699933,2.8447089, ,0.3699933,0.3356557199,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
52132,Power Station 4,TX,INDUSTRIAL,7.0,CT,NG,GAS,626717000.0,2950304.0,8417440.0,3658886.0,4758554.0,8249052.0,Mcf, ,2.4747156,2.8447089, ,2.4747156,2.2450472648,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
52176,C R Wing Cogen Plant,TX,ELECTRIC POWER,3.0,CA,NG,GAS,320810000.0,0.0,651808.0,651808.0,0.0,632453.0,Mcf, ,0.1897359,2.6381781,2.752,0.1979218904,0.1795535611,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
52176,C R Wing Cogen Plant,TX,ELECTRIC POWER,3.0,CT,NG,GAS,681674000.0,20040.0,8404536.0,8353150.0,51386.0,8161474.0,Mcf, ,2.4484422,2.6381781,2.752,2.5540781096,2.3170444612,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
54097,International Paper Texarkana Mill,TX,INDUSTRIAL,7.0,ST,NG,GAS,85167.0,1516.0,3098.0,529.0,2569.0,3098.0,Mcf, ,9.294e-05,381.38474238, ,9.294e-05,8.43146e-05,MRO,SWPP,Southwest Power Pool,Central
54097,International Paper Texarkana Mill,TX,INDUSTRIAL,7.0,ST,BLQ,OTHER,256682417.0,4721774.0,9596586.0,1593581.0,8003005.0,1069615.0,Tons, ,374.36525,381.38474238, ,374.36525,339.6219268802,MRO,SWPP,Southwest Power Pool,Central
54097,International Paper Texarkana Mill,TX,INDUSTRIAL,7.0,ST,WDS,OTHER,129674497.0,2421788.0,4909794.0,805069.0,4104725.0,492244.0,Tons, ,7.01939944,381.38474238, ,7.01939944,6.3679573982,MRO,SWPP,Southwest Power Pool,Central
54321,Goodyear Beaumont Chemical Plant,TX,INDUSTRIAL,7.0,GT,NG,GAS,148670000.0,1107819.0,2157080.0,679989.0,1477091.0,2122062.0,Mcf, ,0.6366186,46.5374627904, ,0.6366186,0.5775366053,SERC,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
54321,Goodyear Beaumont Chemical Plant,TX,INDUSTRIAL,7.0,ST,NG,GAS,73292856.0,3909979.0,5546738.0,333433.0,5213305.0,5457335.0,Mcf, ,1.6372005,46.5374627904, ,1.6372005,1.4852585503,SERC,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
54321,Goodyear Beaumont Chemical Plant,TX,INDUSTRIAL,7.0,ST,WO,PET,5988144.0,498961.0,692522.0,27243.0,665279.0,119400.0,Barrels,0.00120089823077132,44.2636436904,46.5374627904, ,44.2636436904,40.1557141344,SERC,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
54330,Westhollow Technology Center,TX,INDUSTRIAL,7.0,GT,NG,GAS,4508000.0,4245.0,62321.0,49048.0,13273.0,61098.0,Mcf, ,0.0183294,0.0183294, ,0.0183294,0.0166283226,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
54338,Rio Grande Valley Sugar Growers,TX,INDUSTRIAL,7.0,IC,DFO,PET,80280.0,544.0,2877.0,1956.0,921.0,494.0,Barrels,0.0027,0.3921372,10.5218312, ,0.3921372,0.3557445342,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
54338,Rio Grande Valley Sugar Growers,TX,INDUSTRIAL,7.0,ST,NG,GAS,168353.0,34058.0,60111.0,2385.0,57726.0,59780.0,Mcf, ,0.017934,10.5218312, ,0.017934,0.0162696181,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
54338,Rio Grande Valley Sugar Growers,TX,INDUSTRIAL,7.0,ST,AB,OTHER,3496322.0,1019249.0,1786371.0,58831.0,1727540.0,252794.0,Tons, ,10.11176,10.5218312, ,10.11176,9.173328495,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
54364,Works 4,TX,INDUSTRIAL,6.0,IC,DFO,PET,114000.0,0.0,1050.0,1050.0,0.0,180.0,Barrels,0.0027,0.142884,0.142884, ,0.142884,0.1296235145,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
54520,Village Creek Water Reclamation Facility,TX,COMMERCIAL,5.0,GT,NG,GAS,24045172.0,8946.0,303110.0,273288.0,29822.0,329827.0,Mcf, ,0.0989481,0.1741386, ,0.0989481,0.0897651275,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
54520,Village Creek Water Reclamation Facility,TX,COMMERCIAL,5.0,GT,LFG,OTHER,8299698.0,453.0,95698.0,94186.0,1512.0,192141.0,Mcf, ,0.0576423,0.1741386, ,0.0576423,0.0522927515,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
54520,Village Creek Water Reclamation Facility,TX,COMMERCIAL,5.0,GT,OBG,OTHER,2806130.0,332.0,32986.0,31884.0,1102.0,58494.0,Mcf, ,0.0175482,0.1741386, ,0.0175482,0.0159196226,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
54628,Phelps Dodge Refining,TX,INDUSTRIAL,7.0,GT,NG,GAS,49730100.0,367818.0,772798.0,247345.0,525453.0,757644.0,Mcf, ,0.2272932,0.2272932, ,0.2272932,0.2061990384,WECC,EPE,El Paso Electric Company,Southwest
54637,JCO Oxides Olefins Plant,TX,INDUSTRIAL,7.0,GT,NG,GAS,563341000.0,4005388.0,7141574.0,2315806.0,4825768.0,6981011.0,Mcf, ,2.0943033,2.0943033, ,2.0943033,1.8999394902,SERC,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
54676,Oyster Creek Unit VIII,TX,ELECTRIC POWER,3.0,CA,NG,GAS,909572117.0,166964.0,4532474.0,4234325.0,298149.0,4443602.0,Mcf, ,1.3330806,7.7223306, ,1.3330806,1.2093627869,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
54676,Oyster Creek Unit VIII,TX,ELECTRIC POWER,3.0,CA,OG,OTHER,9965883.0,171365.0,366731.0,60721.0,306010.0,543302.0,Mcf, ,0.1629906,7.7223306, ,0.1629906,0.1478641023,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
54676,Oyster Creek Unit VIII,TX,ELECTRIC POWER,3.0,CT,NG,GAS,1677122000.0,5131294.0,21169283.0,12006259.0,9163024.0,20754198.0,Mcf, ,6.2262594,7.7223306, ,6.2262594,5.648425474,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
54748,Port Neches Plant,TX,INDUSTRIAL,7.0,GT,NG,GAS,264252000.0,2488356.0,4238685.0,1128241.0,3110444.0,4509240.0,Mcf, ,1.352772,1.352772, ,1.352772,1.2272267078,SERC,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
54817,Johnson County,TX,ELECTRIC POWER,1.0,CA,NG,GAS,272707682.0,0.0,142677.0,142677.0,0.0,142974.0,Mcf, ,0.0428922,1.96438722,1.959,0.0427745706,0.0388048359,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
54817,Johnson County,TX,ELECTRIC POWER,1.0,CA,DFO,PET,8318.0,0.0,0.0,0.0,0.0,0.0,Barrels, ,0.0,1.96438722,1.959,0.0,0.0,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
54817,Johnson County,TX,ELECTRIC POWER,1.0,CT,NG,GAS,517915011.0,0.0,6303579.0,6303579.0,0.0,6316418.0,Mcf, ,1.8949254,1.96438722,1.959,1.8897286751,1.7143506079,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
54817,Johnson County,TX,ELECTRIC POWER,1.0,CT,DFO,PET,15989.0,0.0,194.0,194.0,0.0,33.0,Barrels,0.0027,0.02656962,1.96438722,1.959,0.0264967543,0.0240376978,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55015,Sweeny Cogen Facility,TX,ELECTRIC POWER,3.0,GT,NG,GAS,1704180962.0,13675884.0,27424537.0,8430252.0,18994285.0,26886802.0,Mcf, ,8.0660406,13.9357755,12.74,7.3739245616,6.6895804786,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55015,Sweeny Cogen Facility,TX,ELECTRIC POWER,3.0,GT,OG,OTHER,1057059038.0,8523035.0,17062538.0,5224987.0,11837551.0,19565783.0,Mcf, ,5.8697349,13.9357755,12.74,5.3660754384,4.8680717032,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55025,Yates Gas Plant,TX,INDUSTRIAL,7.0,GT,NG,GAS,10351740.0,60095.0,141376.0,53002.0,88374.0,157082.0,Mcf, ,0.0471246,0.0471246, ,0.0471246,0.0427511567,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55047,Pasadena Cogeneration,TX,ELECTRIC POWER,3.0,CA,NG,GAS,1410577000.0,0.0,0.0,0.0,0.0,0.0,Mcf, ,0.0,9.4752159,8.963,0.0,0.0,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55047,Pasadena Cogeneration,TX,ELECTRIC POWER,3.0,CT,NG,GAS,2844716000.0,1023807.0,32344050.0,30254651.0,2089399.0,31584053.0,Mcf, ,9.4752159,9.4752159,8.963,8.963,8.1311802595,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55052,Jameson Gas Processing Plant,TX,INDUSTRIAL,6.0,IC,NG,GAS,15244000.0,0.0,132734.0,132734.0,0.0,135999.0,Mcf, ,0.0407997,0.0407997, ,0.0407997,0.037013245,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55053,Bridgeport Gas Processing Plant,TX,INDUSTRIAL,6.0,IC,NG,GAS,51409820.0,0.0,523893.0,523893.0,0.0,529185.0,Mcf, ,0.1587555,0.1587555, ,0.1587555,0.1440220448,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55062,Tenaska Frontier Generation Station,TX,ELECTRIC POWER,2.0,CA,NG,GAS,1670651000.0,0.0,2651928.0,2651928.0,0.0,2592295.0,Mcf, ,0.7776885,8.2440909,8.767,0.827016,0.7502639934,SERC,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55062,Tenaska Frontier Generation Station,TX,ELECTRIC POWER,2.0,CT,NG,GAS,2322770000.0,0.0,25439335.0,25439335.0,0.0,24888008.0,Mcf, ,7.4664024,8.2440909,8.767,7.939984,7.2031062325,SERC,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55064,Black Hawk Station,TX,ELECTRIC POWER,3.0,GT,NG,GAS,1244967724.0,9729370.0,17487063.0,5475496.0,12011567.0,17495217.0,Mcf, ,5.2485651,5.9729646,68.453,60.1510390318,54.5686646392,MRO,SWPP,Southwest Power Pool,Central
55064,Black Hawk Station,TX,ELECTRIC POWER,3.0,GT,OG,OTHER,189309276.0,1493788.0,2677818.0,833636.0,1844182.0,2414665.0,Mcf, ,0.7243995,5.9729646,68.453,8.3019609682,7.5314895838,MRO,SWPP,Southwest Power Pool,Central
55065,Mustang Station,TX,ELECTRIC POWER,1.0,CA,NG,GAS,711052000.0,0.0,17404.0,17404.0,0.0,17135.0,Mcf, ,0.0051405,5.6227212,5.971,0.0054589094,0.0049522901,MRO,SWPP,Southwest Power Pool,Central
55065,Mustang Station,TX,ELECTRIC POWER,1.0,CT,NG,GAS,1708741000.0,0.0,18948379.0,18948379.0,0.0,18725269.0,Mcf, ,5.6175807,5.6227212,5.971,5.9655410906,5.4119033753,MRO,SWPP,Southwest Power Pool,Central
55086,Gregory Power Plant,TX,ELECTRIC POWER,2.0,CA,NG,GAS,80665000.0,0.0,3081.0,3081.0,0.0,3005.0,Mcf, ,0.0009015,1.0180728,1.062,0.0009403974,0.0008531229,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55086,Gregory Power Plant,TX,ELECTRIC POWER,2.0,CT,NG,GAS,286588000.0,0.0,3504096.0,3504096.0,0.0,3390571.0,Mcf, ,1.0171713,1.0180728,1.062,1.0610596026,0.9625869569,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55091,Midlothian Energy Facility,TX,ELECTRIC POWER,2.0,CS,NG,GAS,5536838000.0,0.0,42382315.0,42382315.0,0.0,42198870.0,Mcf, ,12.659661,12.659661,12.678,12.678,11.5014061508,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55097,Lamar Power Project,TX,ELECTRIC POWER,2.0,CA,NG,GAS,2597492000.0,0.0,1787855.0,1787855.0,0.0,1729067.0,Mcf, ,0.5187201,14.5386624,14.722,0.5252613412,0.4765139629,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55097,Lamar Power Project,TX,ELECTRIC POWER,2.0,CT,NG,GAS,4406795000.0,0.0,48322067.0,48322067.0,0.0,46733141.0,Mcf, ,14.0199423,14.5386624,14.722,14.1967386588,12.8791968237,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55104,Sabine Cogen,TX,ELECTRIC POWER,3.0,CA,NG,GAS,85147000.0,3417.0,748139.0,736748.0,11391.0,731611.0,Mcf, ,0.2194833,2.2968879,2.313,0.221022921,0.2005106786,SERC,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
55104,Sabine Cogen,TX,ELECTRIC POWER,3.0,CT,NG,GAS,511143000.0,250657.0,7086268.0,6250755.0,835513.0,6924682.0,Mcf, ,2.0774046,2.2968879,2.313,2.091977079,1.8978291563,SERC,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
55122,NAFTA Region Olefins Complex Cogen Fac,TX,INDUSTRIAL,7.0,GT,NG,GAS,389647020.0,2363360.0,5314240.0,1938012.0,3376228.0,5204937.0,Mcf, ,1.5614811,1.5614811, ,1.5614811,1.4165663612,SERC,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
55123,Magic Valley Generating Station,TX,ELECTRIC POWER,2.0,CA,NG,GAS,1040032000.0,0.0,165394.0,165394.0,0.0,160577.0,Mcf, ,0.0481731,6.0263901,6.169,0.0493130795,0.0447365322,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55123,Magic Valley Generating Station,TX,ELECTRIC POWER,2.0,CT,NG,GAS,1810006000.0,0.0,20525211.0,20525211.0,0.0,19927390.0,Mcf, ,5.978217,6.0263901,6.169,6.1196869205,5.5517435549,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55132,Tenaska Gateway Generating Station,TX,ELECTRIC POWER,2.0,CA,NG,GAS,1614617000.0,0.0,2555673.0,2555673.0,0.0,2481353.0,Mcf, ,0.7444059,8.3690505,8.558,0.7612124807,0.6905674324,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55132,Tenaska Gateway Generating Station,TX,ELECTRIC POWER,2.0,CT,NG,GAS,2289140000.0,0.0,26165986.0,26165986.0,0.0,25415482.0,Mcf, ,7.6246446,8.3690505,8.558,7.7967875193,7.0731992373,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55137,Rio Nogales Power Project,TX,ELECTRIC POWER,1.0,CA,NG,GAS,1547373000.0,0.0,1001672.0,1001672.0,0.0,979785.0,Mcf, ,0.2939355,8.78706,8.757,0.2929299645,0.2657443205,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55137,Rio Nogales Power Project,TX,ELECTRIC POWER,1.0,CT,NG,GAS,2534867990.0,0.0,28717958.0,28717958.0,0.0,28310415.0,Mcf, ,8.4931245,8.78706,8.757,8.4640700355,7.6785539649,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55139,Wolf Hollow I LP,TX,ELECTRIC POWER,2.0,CA,NG,GAS,825125000.0,0.0,200040.0,200040.0,0.0,196453.0,Mcf, ,0.0589359,4.7946639,4.931,0.0606117403,0.05498661,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55139,Wolf Hollow I LP,TX,ELECTRIC POWER,2.0,CT,NG,GAS,1467009000.0,0.0,16060912.0,16060912.0,0.0,15785760.0,Mcf, ,4.735728,4.7946639,4.931,4.8703882597,4.4183872446,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55144,Hays Energy Project,TX,ELECTRIC POWER,2.0,CS,NG,GAS,3119338000.0,0.0,23989759.0,23989759.0,0.0,23626690.0,Mcf, ,7.088007,7.088007,7.197,7.197,6.5290755693,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55153,Guadalupe Generating Station,TX,ELECTRIC POWER,2.0,CA,NG,GAS,2073969000.0,0.0,1120112.0,1120112.0,0.0,1106010.0,Mcf, ,0.331803,11.492643,13.148,0.3795946541,0.3443660111,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55153,Guadalupe Generating Station,TX,ELECTRIC POWER,2.0,CT,NG,GAS,3429152000.0,0.0,37706205.0,37706205.0,0.0,37202800.0,Mcf, ,11.16084,11.492643,13.148,12.7684053459,11.5834213426,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55154,Lost Pines 1 Power Project,TX,ELECTRIC POWER,1.0,CA,NG,GAS,882023000.0,0.0,0.0,0.0,0.0,0.0,Mcf, ,0.0,5.1945195,5.314,0.0,0.0,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55154,Lost Pines 1 Power Project,TX,ELECTRIC POWER,1.0,CT,NG,GAS,1556483000.0,0.0,17730938.0,17730938.0,0.0,17315065.0,Mcf, ,5.1945195,5.1945195,5.314,5.314,4.8208291754,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55168,Bastrop Energy Center,TX,ELECTRIC POWER,2.0,CA,NG,GAS,736242000.0,0.0,1442117.0,1442117.0,0.0,1403397.0,Mcf, ,0.4210191,5.3527854,5.104,0.4014510812,0.3641940318,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55168,Bastrop Energy Center,TX,ELECTRIC POWER,2.0,CT,NG,GAS,1574786000.0,0.0,16854049.0,16854049.0,0.0,16439221.0,Mcf, ,4.9317663,5.3527854,5.104,4.7025489188,4.2661243933,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55172,Bosque County Peaking,TX,ELECTRIC POWER,2.0,CA,NG,GAS,1523067000.0,0.0,613682.0,613682.0,0.0,603151.0,Mcf, ,0.1809453,8.7697332,8.946,0.1845822007,0.167451874,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55172,Bosque County Peaking,TX,ELECTRIC POWER,2.0,CT,NG,GAS,2733832000.0,0.0,29097922.0,29097922.0,0.0,28629293.0,Mcf, ,8.5887879,8.7697332,8.946,8.7614177993,7.9483060866,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55176,Eastman Cogeneration Facility,TX,ELECTRIC POWER,3.0,CA,NG,GAS,526567410.0,0.0,1606370.0,1606370.0,0.0,1590586.0,Mcf, ,0.4771758,7.3863957,7.548,0.487615758,0.4423621138,MRO,SWPP,Southwest Power Pool,Central
55176,Eastman Cogeneration Facility,TX,ELECTRIC POWER,3.0,CT,NG,GAS,1945835520.0,6722173.0,23262847.0,12420632.0,10842215.0,23030733.0,Mcf, ,6.9092199,7.3863957,7.548,7.060384242,6.4051385666,MRO,SWPP,Southwest Power Pool,Central
55187,Channelview Cogeneration Plant,TX,ELECTRIC POWER,3.0,CA,NG,GAS,783851000.0,0.0,2844757.0,2844757.0,0.0,2775670.0,Mcf, ,0.832701,17.0673576,17.041,0.8314150364,0.7542547732,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55187,Channelview Cogeneration Plant,TX,ELECTRIC POWER,3.0,CT,NG,GAS,4753132000.0,13896619.0,55486909.0,31106876.0,24380033.0,54115522.0,Mcf, ,16.2346566,17.0673576,17.041,16.2095849636,14.7052390126,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55206,Corpus Christi Energy Center,TX,ELECTRIC POWER,3.0,CA,NG,GAS,337022000.0,284708.0,1184249.0,732331.0,451918.0,1165354.0,Mcf, ,0.3496062,5.819484,6.199,0.3724056693,0.3378442069,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55206,Corpus Christi Energy Center,TX,ELECTRIC POWER,3.0,CT,NG,GAS,1654852000.0,5133315.0,18557509.0,10409388.0,8148121.0,18232926.0,Mcf, ,5.4698778,5.819484,6.199,5.8265943307,5.2858517017,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55215,Odessa-Ector Power Plant,TX,ELECTRIC POWER,2.0,CA,NG,GAS,2864880000.0,0.0,5248693.0,5248693.0,0.0,5093180.0,Mcf, ,1.527954,15.1833975,15.965,1.606609167,1.4575062751,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55215,Odessa-Ector Power Plant,TX,ELECTRIC POWER,2.0,CT,NG,GAS,4502070000.0,0.0,46895939.0,46895939.0,0.0,45518145.0,Mcf, ,13.6554435,15.1833975,15.965,14.358390833,13.0258467141,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55223,Ennis Power Company LLC,TX,ELECTRIC POWER,2.0,CA,NG,GAS,511807000.0,0.0,0.0,0.0,0.0,0.0,Mcf, ,0.0,3.1989021,2.886,0.0,0.0,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
55223,Ennis Power Company LLC,TX,ELECTRIC POWER,2.0,CT,NG,GAS,993168000.0,0.0,10837446.0,10837446.0,0.0,10663007.0,Mcf, ,3.1989021,3.1989021,2.886,2.886,2.6181620249,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
